ClientID,PreferredClinicID,ClientName,City,State,PostalCode,ClientSince,MarketingOptIn,PreferredContact,AcquisitionChannel,HouseholdIncomeBand
C007213,CL009,Ella Carter,Newberry,FL,34960,2018-02-11,Yes,SMS,Referral,$75K-$99K
C007214,CL012,Henry Anderson,Miami,FL,33689,2022-11-18,No,Email,Existing Client,$50K-$74K
C007215,CL008,Ella Martinez,Alachua,FL,32868,2023-03-18,Yes,Email,Social Media,<$50K
C007216,CL006,Ryan Walker,Lakeland,FL,33898,2019-04-21,Yes,Email,Community Event,$75K-$99K
C007217,CL008,James Martinez,Lakeland,FL,32613,2019-06-06,No,Email,Google Search,<$50K
C007218,CL001,Evelyn Torres,Tallahassee,FL,32245,2020-01-20,Yes,SMS,Social Media,$100K-$149K
C007219,CL009,Ryan Davis,Pensacola,FL,33324,2021-12-21,Yes,Phone,Social Media,$50K-$74K
C007220,CL005,Grace Nguyen,Newberry,FL,32098,2023-07-25,Yes,Phone,Google Search,$100K-$149K
C007221,CL004,Elijah Rodriguez,Naples,FL,32131,2023-06-14,Yes,Phone,Social Media,<$50K
C007222,CL007,Amelia Ramirez,Lakeland,FL,32371,2022-08-20,Yes,Email,Walk-In,<$50K
C007223,CL008,Chloe Roberts,Boca Raton,FL,32423,2020-12-24,No,SMS,Google Search,$150K+
C007224,CL008,Evelyn Brown,Boca Raton,FL,34239,2019-11-23,No,Phone,Referral,$75K-$99K
C007225,CL011,Ava Taylor,Alachua,FL,34761,2022-10-06,Yes,Email,Walk-In,<$50K
C007226,CL001,Elijah Gonzalez,Jacksonville,FL,33719,2023-07-29,Yes,SMS,Existing Client,$150K+
C007227,CL012,David Lopez,Delray Beach,FL,32597,2021-05-28,Yes,SMS,Referral,$75K-$99K
C007228,CL005,Noah King,Delray Beach,FL,34653,2018-01-07,No,Email,Existing Client,<$50K
C007229,CL004,Noah Thomas,Alachua,FL,33253,2022-11-16,No,SMS,Referral,$75K-$99K
C007230,CL012,Henry Thomas,Tampa,FL,33004,2023-08-23,Yes,Email,Walk-In,$75K-$99K
C007231,CL002,Ella Wright,Jacksonville,FL,34434,2020-04-15,No,Email,Walk-In,$150K+
C007232,CL004,Ella Lee,Alachua,FL,34323,2020-11-22,Yes,Email,Walk-In,$75K-$99K
C007233,CL007,Amelia Martin,Lake City,FL,33958,2020-10-01,No,SMS,Social Media,$50K-$74K
C007234,CL012,Ava Williams,Jacksonville,FL,34208,2022-02-07,Yes,SMS,Social Media,$75K-$99K
C007235,CL001,David Allen,Miami,FL,33903,2022-03-23,Yes,SMS,Referral,$50K-$74K
C007236,CL004,Emily Rodriguez,Tampa,FL,32040,2022-04-04,Yes,SMS,Google Search,<$50K
C007237,CL002,Mia Scott,Alachua,FL,32393,2018-05-17,Yes,Phone,Referral,<$50K
C007238,CL010,Olivia Thompson,Boca Raton,FL,34566,2020-10-25,Yes,Email,Existing Client,$75K-$99K
C007239,CL008,Benjamin Harris,Gainesville,FL,33104,2019-02-23,Yes,Email,Social Media,$75K-$99K
C007240,CL001,Sarah Lee,Jacksonville,FL,33039,2020-08-19,No,Email,Existing Client,$50K-$74K
C007241,CL002,Megan Rodriguez,Tampa,FL,33338,2018-07-17,Yes,Phone,Community Event,$100K-$149K
C007242,CL003,Audrey Green,Fort Myers,FL,32593,2023-03-02,Yes,Email,Community Event,$75K-$99K
C007243,CL003,Isabella White,Lakeland,FL,32010,2018-04-23,No,Phone,Walk-In,$75K-$99K
C007244,CL008,Benjamin Rodriguez,Miami,FL,33878,2019-09-06,Yes,Phone,Community Event,<$50K
C007245,CL002,Elijah Robinson,Tallahassee,FL,33920,2023-11-08,Yes,SMS,Google Search,$50K-$74K
C007246,CL005,Daniel Wright,Tampa,FL,34477,2021-02-16,No,SMS,Community Event,$100K-$149K
C007247,CL011,Jason Thomas,Alachua,FL,32966,2018-09-15,Yes,SMS,Referral,<$50K
C007248,CL008,Ella Rivera,Sarasota,FL,34102,2021-10-30,Yes,Phone,Existing Client,$50K-$74K
C007249,CL010,Mia Allen,Pensacola,FL,33281,2022-08-17,Yes,Phone,Community Event,$50K-$74K
C007250,CL011,Olivia Davis,Jacksonville,FL,34784,2018-07-02,No,Email,Community Event,$75K-$99K
C007251,CL007,Camila Wright,Pensacola,FL,34192,2018-11-06,No,Email,Existing Client,<$50K
C007252,CL011,Michael Walker,Lake City,FL,33779,2021-07-07,Yes,SMS,Referral,$100K-$149K
C007253,CL005,Ethan Rivera,Gainesville,FL,33578,2019-07-14,Yes,SMS,Community Event,<$50K
C007254,CL007,Noah Hernandez,Newberry,FL,33791,2019-09-14,No,Phone,Walk-In,$150K+
C007255,CL006,Henry Green,Lakeland,FL,33838,2023-09-11,Yes,Phone,Google Search,$50K-$74K
C007256,CL003,Emily Torres,Jacksonville,FL,34758,2020-03-28,No,SMS,Referral,<$50K
C007257,CL003,Jason Lee,Sarasota,FL,32956,2021-09-12,No,SMS,Social Media,$100K-$149K
C007258,CL008,Mason Thompson,Lakeland,FL,34284,2020-08-06,Yes,Phone,Existing Client,$75K-$99K
C007259,CL011,David Ramirez,Ocala,FL,34170,2020-08-17,Yes,SMS,Social Media,$75K-$99K
C007260,CL004,Grace Allen,Naples,FL,33014,2023-05-29,No,Phone,Community Event,<$50K
C007261,CL004,Emily Hall,Pensacola,FL,32531,2018-09-16,Yes,SMS,Walk-In,$150K+
C007262,CL005,Ethan Nguyen,Alachua,FL,34598,2020-01-01,Yes,SMS,Google Search,<$50K
C007263,CL011,Elijah Wilson,Pensacola,FL,32989,2020-08-18,No,SMS,Google Search,$75K-$99K
C007264,CL009,Amanda Adams,Fort Myers,FL,33183,2020-01-21,Yes,Email,Walk-In,$150K+
C007265,CL003,Robert Wright,Jacksonville,FL,32427,2021-07-01,No,Phone,Social Media,$150K+
C007266,CL009,Olivia Thompson,Fort Myers,FL,33358,2018-04-24,Yes,Email,Google Search,$50K-$74K
C007267,CL010,Ethan Miller,Palm Coast,FL,34262,2022-06-27,No,Email,Existing Client,$100K-$149K
C007268,CL004,Rachel Davis,Miami,FL,32608,2023-03-11,No,Email,Community Event,<$50K
C007269,CL003,Sofia Hall,Lakeland,FL,34677,2019-04-30,Yes,SMS,Existing Client,<$50K
C007270,CL010,Harper Clark,Sarasota,FL,34867,2023-07-23,No,Email,Existing Client,$75K-$99K
C007271,CL005,Logan Lewis,Delray Beach,FL,32610,2020-09-24,No,SMS,Walk-In,$50K-$74K
C007272,CL003,Rachel Thomas,Lakeland,FL,32124,2022-05-17,No,SMS,Referral,$50K-$74K
C007273,CL011,Henry Torres,Orlando,FL,33187,2022-05-09,No,SMS,Google Search,$150K+
C007274,CL007,Charlotte Vilaihong,Clearwater,FL,33529,2019-04-15,Yes,SMS,Community Event,$75K-$99K
C007275,CL006,Kevin Green,Lake City,FL,32572,2020-11-05,Yes,Phone,Social Media,$150K+
C007276,CL002,Jason Thomas,Palm Coast,FL,33209,2019-12-17,No,Email,Google Search,$50K-$74K
C007277,CL003,Ava Martinez,Lakeland,FL,33429,2019-03-23,Yes,Email,Referral,$75K-$99K
C007278,CL001,Mia Martinez,Naples,FL,33176,2019-06-12,Yes,SMS,Social Media,$150K+
C007279,CL001,Emma Rivera,Pensacola,FL,34352,2020-09-18,Yes,SMS,Walk-In,$150K+
C007280,CL006,Megan Brown,Pensacola,FL,34404,2021-08-12,Yes,SMS,Walk-In,$50K-$74K
C007281,CL003,Lauren Harris,Fort Myers,FL,34053,2020-09-10,Yes,Phone,Walk-In,$150K+
C007282,CL002,Jessica Davis,Boca Raton,FL,32186,2023-03-26,No,SMS,Walk-In,$150K+
C007283,CL008,Isabella Thomas,Miami,FL,33808,2020-02-26,No,Email,Google Search,<$50K
C007284,CL001,David Carter,Ocala,FL,33530,2018-11-12,No,SMS,Google Search,$50K-$74K
C007285,CL009,Mia Adams,St. Petersburg,FL,33142,2022-06-10,No,Phone,Referral,$75K-$99K
C007286,CL007,Logan Lopez,Miami,FL,33981,2020-09-27,No,Email,Google Search,$150K+
C007287,CL011,David Flores,Naples,FL,33378,2022-07-15,Yes,SMS,Walk-In,$75K-$99K
C007288,CL012,Audrey Taylor,Lakeland,FL,34925,2019-10-05,No,SMS,Walk-In,$50K-$74K
C007289,CL008,Sophia Wilson,Alachua,FL,33208,2020-04-03,No,Phone,Existing Client,$75K-$99K
C007290,CL010,Jack Wright,Ocala,FL,33474,2022-06-08,No,Email,Community Event,$50K-$74K
C007291,CL004,Kevin Baker,Tallahassee,FL,34491,2023-04-12,Yes,SMS,Existing Client,$50K-$74K
C007292,CL005,Camila Torres,Lakeland,FL,32128,2020-08-14,No,Email,Community Event,<$50K
C007293,CL004,Logan Vilaihong,Fort Myers,FL,32047,2022-04-09,No,Phone,Social Media,$100K-$149K
C007294,CL003,Logan Johnson,Newberry,FL,32531,2020-10-05,Yes,SMS,Existing Client,<$50K
C007295,CL002,Sarah Flores,St. Petersburg,FL,34235,2020-06-14,Yes,SMS,Community Event,<$50K
C007296,CL006,Ashley Lee,Fort Myers,FL,32266,2018-08-23,No,SMS,Community Event,$50K-$74K
C007297,CL004,Emily Anderson,Fort Myers,FL,32064,2018-08-31,Yes,SMS,Walk-In,<$50K
C007298,CL009,Michael Smith,Alachua,FL,33575,2023-10-08,Yes,SMS,Google Search,<$50K
C007299,CL002,Jackson Campbell,Delray Beach,FL,32843,2020-02-22,No,SMS,Existing Client,$50K-$74K
C007300,CL006,Rachel Anderson,Miami,FL,34677,2022-07-26,Yes,Email,Referral,<$50K
C007301,CL007,Henry Harris,Tampa,FL,32656,2018-04-14,Yes,Phone,Google Search,$150K+
C007302,CL001,Isabella Scott,Sarasota,FL,34165,2023-01-20,Yes,Email,Referral,$100K-$149K
C007303,CL003,Lauren Hernandez,Ocala,FL,32621,2022-09-08,Yes,SMS,Walk-In,$100K-$149K
C007304,CL011,Mia Carter,Miami,FL,32555,2020-07-04,Yes,SMS,Google Search,$75K-$99K
C007305,CL012,Emma Miller,St. Petersburg,FL,34392,2018-06-10,No,Phone,Google Search,$150K+
C007306,CL011,Rachel Allen,Lake City,FL,32492,2021-01-01,No,Phone,Google Search,$100K-$149K
C007307,CL003,Evelyn Scott,Delray Beach,FL,33239,2022-01-16,Yes,SMS,Community Event,$50K-$74K
C007308,CL003,Emily Nelson,St. Petersburg,FL,34200,2020-06-12,Yes,SMS,Referral,$150K+
C007309,CL011,Michael Davis,Palm Coast,FL,33920,2019-11-22,Yes,SMS,Referral,$50K-$74K
C007310,CL012,Daniel Carter,Sarasota,FL,33623,2020-07-30,No,SMS,Community Event,$50K-$74K
C007311,CL003,Nick Garcia,Alachua,FL,33519,2022-05-18,Yes,Email,Existing Client,$50K-$74K
C007312,CL006,Ava Thomas,Alachua,FL,34955,2022-05-01,No,Email,Google Search,$50K-$74K
C007313,CL005,Camila White,St. Petersburg,FL,34360,2020-12-25,No,Phone,Google Search,$100K-$149K
C007314,CL011,Mason King,Palm Coast,FL,33746,2020-09-04,No,SMS,Social Media,$150K+
C007315,CL008,Emily Lewis,Tampa,FL,32188,2020-09-26,Yes,SMS,Social Media,$100K-$149K
C007316,CL012,Robert Campbell,Miami,FL,32752,2021-07-28,No,Email,Walk-In,<$50K
C007317,CL012,Amanda Hill,Palm Coast,FL,32705,2023-03-14,Yes,SMS,Existing Client,$75K-$99K
C007318,CL006,Audrey Carter,Miami,FL,34650,2019-11-14,No,SMS,Referral,$75K-$99K
C007319,CL005,Lauren Torres,Orlando,FL,34560,2021-05-24,Yes,SMS,Walk-In,$75K-$99K
C007320,CL004,Isabella Campbell,Orlando,FL,32767,2023-10-20,Yes,SMS,Google Search,$150K+
C007321,CL009,Liam Hill,Pensacola,FL,32601,2022-11-14,Yes,SMS,Referral,$50K-$74K
C007322,CL010,Isabella White,St. Petersburg,FL,33595,2020-07-28,Yes,Email,Community Event,<$50K
C007323,CL012,Harper Anderson,Jacksonville,FL,32464,2022-04-19,No,SMS,Walk-In,$100K-$149K
C007324,CL009,Sofia Hall,Orlando,FL,32867,2023-06-03,Yes,SMS,Walk-In,<$50K
C007325,CL002,Amelia Hill,Jacksonville,FL,34803,2022-01-29,Yes,Phone,Referral,$100K-$149K
C007326,CL001,Luna Wilson,Miami,FL,34984,2021-03-01,No,Phone,Community Event,$100K-$149K
C007327,CL004,Ethan Harris,Palm Coast,FL,32304,2018-09-12,Yes,Phone,Google Search,$100K-$149K
C007328,CL005,Daniel Adams,St. Petersburg,FL,34784,2022-05-04,No,SMS,Existing Client,$75K-$99K
C007329,CL011,Luna Jackson,Lake City,FL,33840,2018-05-15,Yes,Email,Referral,$50K-$74K
C007330,CL009,Nick Hill,Gainesville,FL,32260,2023-04-22,No,SMS,Google Search,$150K+
C007331,CL011,Benjamin Clark,Orlando,FL,34977,2018-04-06,No,SMS,Social Media,$50K-$74K
C007332,CL011,Elijah Walker,Alachua,FL,33046,2022-02-09,No,Phone,Social Media,$50K-$74K
C007333,CL006,Robert Johnson,Boca Raton,FL,33263,2020-11-11,No,Phone,Existing Client,$75K-$99K
C007334,CL009,Ryan King,Delray Beach,FL,34197,2023-01-31,Yes,SMS,Social Media,<$50K
C007335,CL007,Elijah King,Delray Beach,FL,33859,2019-09-17,Yes,SMS,Existing Client,$100K-$149K
C007336,CL001,Lauren Wright,Clearwater,FL,33641,2021-08-11,Yes,Email,Google Search,<$50K
C007337,CL012,Logan Miller,Tampa,FL,34931,2020-09-19,Yes,SMS,Existing Client,$150K+
C007338,CL005,Isabella King,Gainesville,FL,32816,2022-08-14,No,SMS,Existing Client,<$50K
C007339,CL009,Sophia Ramirez,Delray Beach,FL,34981,2022-01-06,No,Phone,Existing Client,$75K-$99K
C007340,CL010,Chloe Lewis,Miami,FL,34168,2022-09-19,Yes,Email,Walk-In,$50K-$74K
C007341,CL008,Grace Roberts,Ocala,FL,33388,2021-06-08,No,SMS,Social Media,$150K+
C007342,CL004,Elijah Campbell,Pensacola,FL,34933,2019-01-11,Yes,Phone,Referral,$50K-$74K
C007343,CL008,Ethan Wilson,Palm Coast,FL,34602,2022-01-14,Yes,SMS,Walk-In,$150K+
C007344,CL008,Sophia Sanchez,Sarasota,FL,32332,2020-03-22,Yes,SMS,Google Search,$100K-$149K
C007345,CL010,Camila Lee,Fort Myers,FL,34686,2022-04-26,Yes,SMS,Existing Client,$75K-$99K
C007346,CL008,Liam Robinson,Tallahassee,FL,33227,2022-02-16,Yes,SMS,Walk-In,$75K-$99K
C007347,CL006,Lauren Baker,Clearwater,FL,34062,2018-04-13,Yes,SMS,Social Media,<$50K
C007348,CL012,Benjamin Lee,Sarasota,FL,34407,2022-05-14,No,SMS,Existing Client,$75K-$99K
C007349,CL011,Luna Brown,Clearwater,FL,32080,2023-02-14,Yes,Phone,Community Event,$75K-$99K
C007350,CL011,Jason Carter,Boca Raton,FL,33462,2018-02-17,Yes,Email,Walk-In,$100K-$149K
C007351,CL004,Mason Anderson,Jacksonville,FL,32377,2022-07-10,Yes,Email,Google Search,$75K-$99K
C007352,CL003,James Ramirez,Newberry,FL,34497,2019-10-23,Yes,Phone,Community Event,$75K-$99K
C007353,CL006,David Moore,Delray Beach,FL,34799,2023-03-01,Yes,SMS,Social Media,$75K-$99K
C007354,CL006,Audrey Taylor,Lakeland,FL,32299,2020-06-03,No,SMS,Google Search,$150K+
C007355,CL008,Kevin Jackson,Palm Coast,FL,32279,2018-03-31,No,SMS,Google Search,<$50K
C007356,CL008,James Harris,Boca Raton,FL,33129,2019-01-04,No,Phone,Social Media,$150K+
C007357,CL005,Logan Harris,Orlando,FL,34019,2021-06-08,Yes,SMS,Existing Client,$100K-$149K
C007358,CL009,Ryan Torres,Clearwater,FL,32960,2019-05-02,Yes,SMS,Referral,$100K-$149K
C007359,CL004,Ella Torres,Orlando,FL,32241,2019-09-14,Yes,SMS,Google Search,$50K-$74K
C007360,CL011,Daniel Scott,Tallahassee,FL,32691,2019-10-17,No,Email,Existing Client,$75K-$99K
C007361,CL011,Henry Harris,Fort Myers,FL,33864,2021-04-23,No,Email,Social Media,$150K+
C007362,CL001,Ashley Taylor,Tampa,FL,34572,2022-05-08,Yes,Email,Existing Client,$100K-$149K
C007363,CL004,Mia Lee,Palm Coast,FL,34694,2023-09-14,Yes,SMS,Google Search,$100K-$149K
C007364,CL008,Noah Johnson,Jacksonville,FL,34663,2022-10-24,Yes,Phone,Existing Client,$150K+
C007365,CL007,Sofia Adams,Tallahassee,FL,33398,2020-02-12,Yes,SMS,Walk-In,<$50K
C007366,CL011,Ryan Lopez,Naples,FL,32804,2020-05-07,Yes,SMS,Referral,<$50K
C007367,CL009,Evelyn Moore,Pensacola,FL,32289,2018-03-07,Yes,Email,Social Media,$75K-$99K
C007368,CL012,Mateo Thomas,Naples,FL,34196,2019-02-27,Yes,SMS,Google Search,<$50K
C007369,CL003,Grace Thompson,Boca Raton,FL,33420,2022-10-25,Yes,Email,Walk-In,$75K-$99K
C007370,CL008,Michael Adams,Pensacola,FL,32096,2019-11-05,Yes,SMS,Walk-In,$150K+
C007371,CL004,Ella Martinez,Boca Raton,FL,34117,2021-09-21,Yes,Phone,Social Media,$50K-$74K
C007372,CL009,Elijah Young,Tampa,FL,32210,2023-10-21,Yes,Phone,Community Event,$150K+
C007373,CL010,Michael Baker,Lake City,FL,34392,2020-11-12,Yes,Phone,Social Media,<$50K
C007374,CL008,Ashley Campbell,Clearwater,FL,34366,2021-05-21,Yes,Phone,Referral,$150K+
C007375,CL001,Camila Ramirez,Tampa,FL,34562,2021-01-31,No,SMS,Walk-In,$150K+
C007376,CL009,Ella Lopez,Lakeland,FL,33270,2019-06-01,Yes,SMS,Social Media,<$50K
C007377,CL006,Henry Flores,Orlando,FL,34136,2021-11-28,No,SMS,Walk-In,$75K-$99K
C007378,CL002,Mateo King,Ocala,FL,32981,2019-02-14,Yes,Phone,Community Event,<$50K
C007379,CL003,Harper Roberts,Lake City,FL,33791,2020-09-09,No,Email,Social Media,$50K-$74K
C007380,CL010,Mateo Garcia,Sarasota,FL,32397,2021-03-04,Yes,SMS,Existing Client,$150K+
C007381,CL010,Kevin Baker,Alachua,FL,34846,2020-12-09,No,SMS,Walk-In,$150K+
C007382,CL008,David Wilson,Orlando,FL,32832,2020-03-02,Yes,Phone,Google Search,$75K-$99K
C007383,CL002,Benjamin Robinson,Alachua,FL,33358,2018-11-25,Yes,Email,Existing Client,$75K-$99K
C007384,CL007,Mateo Nelson,Palm Coast,FL,32979,2019-03-30,Yes,Email,Walk-In,$50K-$74K
C007385,CL002,Audrey Williams,Lake City,FL,34899,2022-07-10,Yes,Phone,Walk-In,$75K-$99K
C007386,CL006,Kevin Miller,Jacksonville,FL,33475,2019-12-10,Yes,SMS,Existing Client,$150K+
C007387,CL008,Noah Lee,Jacksonville,FL,33944,2021-09-07,Yes,Phone,Social Media,$150K+
C007388,CL011,Sarah Clark,Pensacola,FL,32941,2022-11-17,Yes,SMS,Referral,$50K-$74K
C007389,CL002,Ryan Roberts,Lake City,FL,32371,2018-06-04,Yes,Phone,Community Event,<$50K
C007390,CL007,Camila Nguyen,Tallahassee,FL,32271,2022-07-27,Yes,SMS,Walk-In,$100K-$149K
C007391,CL006,Megan Roberts,Clearwater,FL,33772,2023-09-22,Yes,Email,Social Media,$50K-$74K
C007392,CL010,Ethan Rivera,Clearwater,FL,33689,2023-10-17,Yes,Email,Referral,$75K-$99K
C007393,CL008,Harper Williams,Lakeland,FL,32538,2021-10-12,No,SMS,Community Event,$100K-$149K
C007394,CL008,Ella Williams,St. Petersburg,FL,32742,2023-12-03,Yes,SMS,Google Search,<$50K
C007395,CL007,Logan Robinson,Sarasota,FL,34807,2018-11-03,No,SMS,Walk-In,$100K-$149K
C007396,CL003,Grace White,Orlando,FL,32997,2018-04-05,No,Phone,Existing Client,$50K-$74K
C007397,CL001,Amanda Mitchell,Alachua,FL,34788,2019-08-17,No,SMS,Google Search,<$50K
C007398,CL012,Jack Moore,Lake City,FL,33393,2018-02-15,No,Email,Existing Client,$75K-$99K
C007399,CL012,James Vilaihong,Gainesville,FL,32766,2022-03-01,Yes,SMS,Referral,$150K+
C007400,CL008,Amelia Rivera,Boca Raton,FL,33168,2018-09-14,Yes,SMS,Walk-In,$100K-$149K
C007401,CL010,Logan Jackson,Tampa,FL,32779,2023-09-13,Yes,SMS,Social Media,$75K-$99K
C007402,CL006,Elijah Robinson,Lakeland,FL,32911,2021-06-28,No,SMS,Referral,<$50K
C007403,CL005,Camila Rivera,Palm Coast,FL,33787,2019-01-02,Yes,SMS,Existing Client,$75K-$99K
C007404,CL009,Nick Johnson,Sarasota,FL,34289,2022-09-11,No,SMS,Google Search,$50K-$74K
C007405,CL008,Nick Johnson,Gainesville,FL,34772,2018-05-01,No,SMS,Referral,$50K-$74K
C007406,CL009,Kevin Jackson,Tallahassee,FL,33566,2020-09-19,Yes,SMS,Existing Client,<$50K
C007407,CL002,Audrey Hall,Tallahassee,FL,34262,2019-11-05,Yes,SMS,Community Event,$100K-$149K
C007408,CL003,Charlotte Lee,Tallahassee,FL,32078,2021-04-04,No,SMS,Social Media,$100K-$149K
C007409,CL004,Sarah Johnson,Lake City,FL,32896,2020-02-02,Yes,SMS,Social Media,$150K+
C007410,CL008,Luna Lopez,Newberry,FL,34011,2022-05-05,No,Email,Community Event,$50K-$74K
C007411,CL009,Benjamin Rivera,Tampa,FL,32154,2023-02-25,No,SMS,Google Search,<$50K
C007412,CL002,Jackson Nguyen,Miami,FL,32467,2021-01-24,Yes,Phone,Community Event,<$50K
C007413,CL009,Jackson Wilson,Jacksonville,FL,32496,2022-10-29,Yes,Email,Walk-In,$50K-$74K
C007414,CL007,Sofia Davis,Clearwater,FL,34693,2019-03-02,Yes,SMS,Google Search,<$50K
C007415,CL001,Isabella Young,Gainesville,FL,34611,2020-08-06,Yes,Email,Google Search,<$50K
C007416,CL001,Grace Walker,Tampa,FL,34477,2023-01-01,Yes,SMS,Social Media,$75K-$99K
C007417,CL008,Logan Gonzalez,Naples,FL,33250,2019-03-29,Yes,Phone,Social Media,<$50K
C007418,CL005,Jason Anderson,Fort Myers,FL,33657,2020-04-27,No,Email,Walk-In,$100K-$149K
C007419,CL006,Mateo Robinson,Sarasota,FL,34785,2021-06-12,Yes,Email,Referral,$75K-$99K
C007420,CL010,Jack Moore,St. Petersburg,FL,32084,2021-02-18,Yes,SMS,Walk-In,$75K-$99K
C007421,CL003,Rachel Rivera,Lakeland,FL,33106,2021-08-27,Yes,Phone,Existing Client,<$50K
C007422,CL007,Ella Rodriguez,Lake City,FL,34581,2021-06-20,No,Email,Google Search,$150K+
C007423,CL012,Ava Lee,Naples,FL,33949,2021-06-11,No,Phone,Community Event,$150K+
C007424,CL007,Grace Jackson,Delray Beach,FL,33517,2023-06-04,No,SMS,Community Event,$150K+
C007425,CL004,Sofia Ramirez,Miami,FL,34024,2021-04-11,Yes,Email,Walk-In,$150K+
C007426,CL001,Jack Green,Ocala,FL,34297,2020-07-27,Yes,Email,Existing Client,$50K-$74K
C007427,CL009,Jason Sanchez,Clearwater,FL,34545,2019-05-25,Yes,SMS,Existing Client,$150K+
C007428,CL004,Daniel Taylor,Delray Beach,FL,33933,2020-04-02,Yes,Email,Google Search,$100K-$149K
C007429,CL002,Isabella Adams,Naples,FL,32954,2021-04-27,No,SMS,Walk-In,$75K-$99K
C007430,CL005,Ryan Nguyen,Miami,FL,34287,2019-11-23,No,SMS,Referral,$150K+
C007431,CL003,Elijah Walker,Orlando,FL,33708,2022-08-12,No,Phone,Google Search,$75K-$99K
C007432,CL005,Grace King,Palm Coast,FL,32582,2020-08-11,Yes,SMS,Existing Client,$75K-$99K
C007433,CL010,Grace Nelson,Newberry,FL,34061,2019-12-01,No,SMS,Existing Client,<$50K
C007434,CL003,Emily Hill,Tampa,FL,33410,2018-02-21,No,SMS,Community Event,$75K-$99K
C007435,CL004,Sofia Torres,Lakeland,FL,33051,2018-01-29,Yes,SMS,Google Search,$150K+
C007436,CL005,Evelyn Walker,Gainesville,FL,34595,2018-03-15,Yes,Email,Social Media,$150K+
C007437,CL005,Nick Ramirez,Jacksonville,FL,33558,2022-10-02,Yes,Phone,Referral,$150K+
C007438,CL010,Amanda Walker,Sarasota,FL,32052,2023-01-02,Yes,SMS,Community Event,$75K-$99K
C007439,CL001,Daniel Nguyen,Orlando,FL,33497,2021-06-14,Yes,SMS,Referral,$150K+
C007440,CL012,Grace Jackson,Newberry,FL,33919,2018-07-11,Yes,SMS,Walk-In,$50K-$74K
C007441,CL011,Logan King,Jacksonville,FL,34362,2019-10-19,Yes,Phone,Google Search,$75K-$99K
C007442,CL012,Lucas Moore,St. Petersburg,FL,34509,2019-09-25,Yes,Phone,Existing Client,<$50K
C007443,CL009,Amelia Davis,Gainesville,FL,34052,2019-06-23,Yes,Email,Referral,$75K-$99K
C007444,CL010,Liam Hernandez,Fort Myers,FL,33535,2022-04-27,Yes,SMS,Existing Client,$75K-$99K
C007445,CL009,Megan Jones,Sarasota,FL,33615,2018-12-08,No,SMS,Google Search,$75K-$99K
C007446,CL010,Jason Scott,Pensacola,FL,34527,2023-12-21,Yes,Phone,Social Media,<$50K
C007447,CL002,Daniel Perez,Clearwater,FL,33659,2023-12-14,Yes,SMS,Existing Client,$100K-$149K
C007448,CL001,Mia Moore,Palm Coast,FL,34449,2020-01-31,Yes,SMS,Existing Client,<$50K
C007449,CL011,Luna Walker,Miami,FL,34952,2019-04-03,Yes,SMS,Walk-In,<$50K
C007450,CL008,Kevin Williams,Tallahassee,FL,33053,2022-08-27,Yes,SMS,Google Search,$150K+
C007451,CL007,Logan Walker,Sarasota,FL,33120,2020-03-01,Yes,SMS,Existing Client,$75K-$99K
C007452,CL008,Jack White,Clearwater,FL,33021,2023-01-18,Yes,Email,Existing Client,$150K+
C007453,CL009,Benjamin Roberts,Pensacola,FL,32841,2019-09-03,Yes,SMS,Social Media,<$50K
C007454,CL003,Emily Hall,Tallahassee,FL,34452,2018-03-10,Yes,Email,Community Event,$150K+
C007455,CL007,Sophia Johnson,Fort Myers,FL,32233,2018-06-09,No,Phone,Walk-In,$75K-$99K
C007456,CL010,Noah Jackson,Naples,FL,32486,2018-05-24,Yes,Email,Referral,$150K+
C007457,CL001,Jackson Flores,Lakeland,FL,32387,2022-11-29,Yes,SMS,Existing Client,$50K-$74K
C007458,CL006,Jessica Brown,Palm Coast,FL,33689,2022-05-15,Yes,Phone,Social Media,$100K-$149K
C007459,CL005,Camila Nelson,Ocala,FL,34423,2020-03-29,Yes,SMS,Google Search,$150K+
C007460,CL006,Liam Walker,Miami,FL,33610,2021-01-04,Yes,Phone,Social Media,<$50K
C007461,CL008,Sarah Torres,Lake City,FL,34914,2018-04-23,Yes,Email,Existing Client,$150K+
C007462,CL001,Lauren Anderson,Naples,FL,32164,2018-08-03,No,Phone,Existing Client,$75K-$99K
C007463,CL011,Isabella Martin,Tampa,FL,33131,2021-01-01,Yes,SMS,Google Search,<$50K
C007464,CL009,Grace Jones,Fort Myers,FL,32090,2020-11-08,No,Phone,Walk-In,<$50K
C007465,CL003,Mateo Miller,Naples,FL,32800,2019-08-04,Yes,Phone,Walk-In,$75K-$99K
C007466,CL007,Sofia Williams,Clearwater,FL,33896,2020-06-04,No,SMS,Referral,$100K-$149K
C007467,CL010,Jack Thompson,Miami,FL,32081,2020-09-24,Yes,SMS,Google Search,$75K-$99K
C007468,CL012,Isabella Young,Newberry,FL,33800,2018-02-04,Yes,Phone,Referral,$75K-$99K
C007469,CL007,Mason Martinez,Newberry,FL,32763,2022-09-16,Yes,SMS,Google Search,$50K-$74K
C007470,CL006,Jason Scott,Gainesville,FL,34774,2020-04-15,Yes,Phone,Social Media,<$50K
C007471,CL011,James Carter,Jacksonville,FL,32811,2022-06-12,Yes,Phone,Referral,$50K-$74K
